Station,Crime_Category,sum
Kommissiepoort,17 Community reported serious crime,397.0
Ladybrand,Murder,84.0
Ladybrand,Attempted murder,65.0
Ladybrand,Robbery with aggravating circumstances,207.0
Ladybrand,Common robbery,196.0
Ladybrand,Rape,356.0
Ladybrand,Sexual assault,46.0
Ladybrand,Kidnapping,29.0
Ladybrand,Assault with the intent to inflict grievous bodily harm,1530.0
Ladybrand,Common assault,1474.0
Ladybrand,Burglary at non-residential premises,602.0
Ladybrand,Burglary at residential premises,1697.0
Ladybrand,Stock-theft,528.0
Ladybrand,Shoplifting,190.0
Ladybrand,Theft of motor vehicle and motorcycle,83.0
Ladybrand,Theft out of or from motor vehicle,292.0
Ladybrand,All theft not mentioned elsewhere,1667.0
Ladybrand,Arson,29.0
Ladybrand,Malicious damage to property,809.0
Ladybrand,Commercial crime,493.0
Ladybrand,Drug-related crime,687.0
Ladybrand,Driving under the influence of alcohol or drugs,576.0
Ladybrand,Illegal possession of firearms and ammunition,75.0
Ladybrand,Carjacking,11.0
Ladybrand,Truck hijacking,0.0
Ladybrand,Robbery of cash in transit,0.0
Ladybrand,Bank robbery,1.0
Ladybrand,Robbery at residential premises,62.0
Ladybrand,Robbery at non-residential premises,52.0
Ladybrand,Attempted sexual offences,33.0
Ladybrand,Contact sexual offences,6.0
Ladybrand,Sexual offences detected as a result of police action,1.0
Ladybrand,Sexual offences,441.0
Ladybrand,TRIO crime,125.0
Ladybrand,Contact crime (Crimes against the person),3997.0
Ladybrand,Contact-related crime,838.0
Ladybrand,Property-related crime,3202.0
Ladybrand,Other serious crime,2350.0
Ladybrand,Crime detected as a result of police action,1339.0
Ladybrand,17 Community reported serious crime,10387.0
Lindley,Murder,15.0
Lindley,Attempted murder,13.0
Lindley,Robbery with aggravating circumstances,27.0
Lindley,Common robbery,12.0
Lindley,Rape,94.0
Lindley,Sexual assault,23.0
Lindley,Kidnapping,7.0
Lindley,Assault with the intent to inflict grievous bodily harm,371.0
Lindley,Common assault,369.0
Lindley,Burglary at non-residential premises,157.0
Lindley,Burglary at residential premises,233.0
Lindley,Stock-theft,309.0
Lindley,Shoplifting,16.0
Lindley,Theft of motor vehicle and motorcycle,19.0
Lindley,Theft out of or from motor vehicle,28.0
Lindley,All theft not mentioned elsewhere,269.0
Lindley,Arson,4.0
Lindley,Malicious damage to property,112.0
Lindley,Commercial crime,88.0
Lindley,Drug-related crime,442.0
Lindley,Driving under the influence of alcohol or drugs,224.0
Lindley,Illegal possession of firearms and ammunition,9.0
Lindley,Carjacking,1.0
Lindley,Truck hijacking,1.0
Lindley,Robbery of cash in transit,0.0
Lindley,Bank robbery,0.0
Lindley,Robbery at residential premises,5.0
Lindley,Robbery at non-residential premises,12.0
Lindley,Attempted sexual offences,11.0
Lindley,Contact sexual offences,6.0
Lindley,Sexual offences detected as a result of police action,17.0
Lindley,Sexual offences,134.0
Lindley,TRIO crime,18.0
Lindley,Contact crime (Crimes against the person),941.0
Lindley,Contact-related crime,116.0
Lindley,Property-related crime,746.0
Lindley,Other serious crime,373.0
Lindley,Crime detected as a result of police action,692.0
Lindley,17 Community reported serious crime,2176.0
Makwane,Murder,195.0
Makwane,Attempted murder,74.0
Makwane,Robbery with aggravating circumstances,470.0
Makwane,Common robbery,172.0
Makwane,Rape,456.0
Makwane,Sexual assault,44.0
Makwane,Kidnapping,63.0
Makwane,Assault with the intent to inflict grievous bodily harm,1865.0
Makwane,Common assault,1300.0
Makwane,Burglary at non-residential premises,252.0
Makwane,Burglary at residential premises,1831.0
Makwane,Stock-theft,646.0
Makwane,Shoplifting,1.0
Makwane,Theft of motor vehicle and motorcycle,65.0
Makwane,Theft out of or from motor vehicle,168.0
Makwane,All theft not mentioned elsewhere,742.0
Makwane,Arson,16.0
Makwane,Malicious damage to property,947.0
Makwane,Commercial crime,53.0
Makwane,Drug-related crime,831.0
Makwane,Driving under the influence of alcohol or drugs,286.0
Makwane,Illegal possession of firearms and ammunition,47.0
Makwane,Carjacking,14.0
Makwane,Truck hijacking,0.0
Makwane,Robbery of cash in transit,0.0
Makwane,Bank robbery,0.0
Makwane,Robbery at residential premises,106.0
Makwane,Robbery at non-residential premises,63.0
Makwane,Attempted sexual offences,16.0
Makwane,Contact sexual offences,9.0
Makwane,Sexual offences detected as a result of police action,2.0
Makwane,Sexual offences,525.0
Makwane,TRIO crime,183.0
Makwane,Contact crime (Crimes against the person),4601.0
Makwane,Contact-related crime,963.0
Makwane,Property-related crime,2962.0
Makwane,Other serious crime,796.0
Makwane,Crime detected as a result of police action,1166.0
Makwane,17 Community reported serious crime,9322.0
Marquard,Murder,31.0
Marquard,Attempted murder,12.0
Marquard,Robbery with aggravating circumstances,49.0
Marquard,Common robbery,24.0
Marquard,Rape,141.0
Marquard,Sexual assault,13.0
Marquard,Kidnapping,8.0
Marquard,Assault with the intent to inflict grievous bodily harm,488.0
Marquard,Common assault,291.0
Marquard,Burglary at non-residential premises,141.0
Marquard,Burglary at residential premises,446.0
Marquard,Stock-theft,235.0
Marquard,Shoplifting,17.0
Marquard,Theft of motor vehicle and motorcycle,19.0
Marquard,Theft out of or from motor vehicle,42.0
Marquard,All theft not mentioned elsewhere,300.0
Marquard,Arson,6.0
Marquard,Malicious damage to property,130.0
Marquard,Commercial crime,107.0
Marquard,Drug-related crime,275.0
Marquard,Driving under the influence of alcohol or drugs,178.0
Marquard,Illegal possession of firearms and ammunition,23.0
Marquard,Carjacking,3.0
Marquard,Truck hijacking,1.0
Marquard,Robbery of cash in transit,0.0
Marquard,Bank robbery,0.0
Marquard,Robbery at residential premises,16.0
Marquard,Robbery at non-residential premises,16.0
Marquard,Attempted sexual offences,9.0
Marquard,Contact sexual offences,7.0
Marquard,Sexual offences detected as a result of police action,52.0
Marquard,Sexual offences,170.0
Marquard,TRIO crime,35.0
Marquard,Contact crime (Crimes against the person),1065.0
Marquard,Contact-related crime,136.0
Marquard,Property-related crime,883.0
Marquard,Other serious crime,424.0
Marquard,Crime detected as a result of police action,528.0
Marquard,17 Community reported serious crime,2508.0
Memel,Murder,23.0
Memel,Attempted murder,9.0
Memel,Robbery with aggravating circumstances,25.0
Memel,Common robbery,8.0
Memel,Rape,64.0
Memel,Sexual assault,1.0
Memel,Kidnapping,2.0
Memel,Assault with the intent to inflict grievous bodily harm,138.0
Memel,Common assault,114.0
Memel,Burglary at non-residential premises,122.0
Memel,Burglary at residential premises,173.0
Memel,Stock-theft,453.0
Memel,Shoplifting,0.0
Memel,Theft of motor vehicle and motorcycle,17.0
Memel,Theft out of or from motor vehicle,35.0
Memel,All theft not mentioned elsewhere,138.0
Memel,Arson,4.0
Memel,Malicious damage to property,69.0
Memel,Commercial crime,35.0
Memel,Drug-related crime,151.0
Memel,Driving under the influence of alcohol or drugs,32.0
Memel,Illegal possession of firearms and ammunition,10.0
Memel,Carjacking,1.0
Memel,Truck hijacking,0.0
Memel,Robbery of cash in transit,0.0
Memel,Bank robbery,0.0
Memel,Robbery at residential premises,6.0
Memel,Robbery at non-residential premises,11.0
Memel,Attempted sexual offences,4.0
Memel,Contact sexual offences,1.0
Memel,Sexual offences detected as a result of police action,1.0
Memel,Sexual offences,70.0
Memel,TRIO crime,18.0
Memel,Contact crime (Crimes against the person),387.0
Memel,Contact-related crime,73.0
Memel,Property-related crime,800.0
Memel,Other serious crime,173.0
Memel,Crime detected as a result of police action,194.0
Memel,17 Community reported serious crime,1433.0
Namahadi,Murder,244.0
Namahadi,Attempted murder,92.0
Namahadi,Robbery with aggravating circumstances,929.0
Namahadi,Common robbery,216.0
Namahadi,Rape,556.0
Namahadi,Sexual assault,54.0
Namahadi,Kidnapping,37.0
Namahadi,Assault with the intent to inflict grievous bodily harm,2048.0
Namahadi,Common assault,1281.0
Namahadi,Burglary at non-residential premises,786.0
Namahadi,Burglary at residential premises,2262.0
Namahadi,Stock-theft,421.0
Namahadi,Shoplifting,8.0
Namahadi,Theft of motor vehicle and motorcycle,56.0
Namahadi,Theft out of or from motor vehicle,442.0
Namahadi,All theft not mentioned elsewhere,1041.0
Namahadi,Arson,30.0
Namahadi,Malicious damage to property,1127.0
Namahadi,Commercial crime,44.0
Namahadi,Drug-related crime,542.0
Namahadi,Driving under the influence of alcohol or drugs,360.0
Namahadi,Illegal possession of firearms and ammunition,106.0
Namahadi,Carjacking,19.0
Namahadi,Truck hijacking,0.0
Namahadi,Robbery of cash in transit,0.0
Namahadi,Bank robbery,0.0
Namahadi,Robbery at residential premises,256.0
Namahadi,Robbery at non-residential premises,142.0
Namahadi,Attempted sexual offences,17.0
Namahadi,Contact sexual offences,5.0
Namahadi,Sexual offences detected as a result of police action,30.0
Namahadi,Sexual offences,632.0
Namahadi,TRIO crime,417.0
Namahadi,Contact crime (Crimes against the person),5442.0
Namahadi,Contact-related crime,1157.0
Namahadi,Property-related crime,3967.0
Namahadi,Other serious crime,1093.0
Namahadi,Crime detected as a result of police action,1038.0
Namahadi,17 Community reported serious crime,11659.0
Paul Roux,Murder,13.0
Paul Roux,Attempted murder,23.0
Paul Roux,Robbery with aggravating circumstances,42.0
Paul Roux,Common robbery,30.0
Paul Roux,Rape,63.0
Paul Roux,Sexual assault,24.0
Paul Roux,Kidnapping,5.0
Paul Roux,Assault with the intent to inflict grievous bodily harm,344.0
Paul Roux,Common assault,455.0
Paul Roux,Burglary at non-residential premises,128.0
Paul Roux,Burglary at residential premises,350.0
Paul Roux,Stock-theft,399.0
Paul Roux,Shoplifting,0.0
Paul Roux,Theft of motor vehicle and motorcycle,11.0
Paul Roux,Theft out of or from motor vehicle,39.0
Paul Roux,All theft not mentioned elsewhere,319.0
Paul Roux,Arson,11.0
Paul Roux,Malicious damage to property,161.0
Paul Roux,Commercial crime,55.0
Paul Roux,Drug-related crime,263.0
Paul Roux,Driving under the influence of alcohol or drugs,141.0
Paul Roux,Illegal possession of firearms and ammunition,11.0
Paul Roux,Carjacking,5.0
Paul Roux,Truck hijacking,2.0
Paul Roux,Robbery of cash in transit,0.0
Paul Roux,Bank robbery,1.0
Paul Roux,Robbery at residential premises,9.0
Paul Roux,Robbery at non-residential premises,16.0
Paul Roux,Attempted sexual offences,14.0
Paul Roux,Contact sexual offences,2.0
Paul Roux,Sexual offences detected as a result of police action,2.0
Paul Roux,Sexual offences,103.0
Paul Roux,TRIO crime,30.0
Paul Roux,Contact crime (Crimes against the person),1010.0
Paul Roux,Contact-related crime,172.0
Paul Roux,Property-related crime,927.0
Paul Roux,Other serious crime,374.0
Paul Roux,Crime detected as a result of police action,417.0
Paul Roux,17 Community reported serious crime,2483.0
Petrus Steyn,Murder,32.0
Petrus Steyn,Attempted murder,11.0
Petrus Steyn,Robbery with aggravating circumstances,42.0
Petrus Steyn,Common robbery,27.0
Petrus Steyn,Rape,114.0
Petrus Steyn,Sexual assault,11.0
Petrus Steyn,Kidnapping,10.0
Petrus Steyn,Assault with the intent to inflict grievous bodily harm,330.0
Petrus Steyn,Common assault,389.0
Petrus Steyn,Burglary at non-residential premises,255.0
Petrus Steyn,Burglary at residential premises,363.0
Petrus Steyn,Stock-theft,160.0
Petrus Steyn,Shoplifting,11.0
Petrus Steyn,Theft of motor vehicle and motorcycle,36.0
Petrus Steyn,Theft out of or from motor vehicle,34.0
Petrus Steyn,All theft not mentioned elsewhere,447.0
Petrus Steyn,Arson,5.0
Petrus Steyn,Malicious damage to property,161.0
Petrus Steyn,Commercial crime,103.0
Petrus Steyn,Drug-related crime,496.0
Petrus Steyn,Driving under the influence of alcohol or drugs,233.0
Petrus Steyn,Illegal possession of firearms and ammunition,18.0
Petrus Steyn,Carjacking,5.0
Petrus Steyn,Truck hijacking,0.0
Petrus Steyn,Robbery of cash in transit,0.0
Petrus Steyn,Bank robbery,0.0
Petrus Steyn,Robbery at residential premises,11.0
Petrus Steyn,Robbery at non-residential premises,16.0
Petrus Steyn,Attempted sexual offences,9.0
Petrus Steyn,Contact sexual offences,5.0
Petrus Steyn,Sexual offences detected as a result of police action,8.0
Petrus Steyn,Sexual offences,139.0
Petrus Steyn,TRIO crime,32.0
Petrus Steyn,Contact crime (Crimes against the person),970.0
Petrus Steyn,Contact-related crime,166.0
Petrus Steyn,Property-related crime,848.0
Petrus Steyn,Other serious crime,561.0
Petrus Steyn,Crime detected as a result of police action,755.0
Petrus Steyn,17 Community reported serious crime,2545.0
Phuthaditjhaba,Murder,346.0
Phuthaditjhaba,Attempted murder,232.0
Phuthaditjhaba,Robbery with aggravating circumstances,2390.0
Phuthaditjhaba,Common robbery,739.0
Phuthaditjhaba,Rape,769.0
Phuthaditjhaba,Sexual assault,120.0
Phuthaditjhaba,Kidnapping,202.0
Phuthaditjhaba,Assault with the intent to inflict grievous bodily harm,3165.0
Phuthaditjhaba,Common assault,3870.0
Phuthaditjhaba,Burglary at non-residential premises,1509.0
Phuthaditjhaba,Burglary at residential premises,3850.0
Phuthaditjhaba,Stock-theft,754.0
Phuthaditjhaba,Shoplifting,1980.0
Phuthaditjhaba,Theft of motor vehicle and motorcycle,338.0
Phuthaditjhaba,Theft out of or from motor vehicle,1210.0
Phuthaditjhaba,All theft not mentioned elsewhere,4871.0
Phuthaditjhaba,Arson,38.0
Phuthaditjhaba,Malicious damage to property,1891.0
Phuthaditjhaba,Commercial crime,812.0
Phuthaditjhaba,Drug-related crime,1848.0
Phuthaditjhaba,Driving under the influence of alcohol or drugs,1107.0
Phuthaditjhaba,Illegal possession of firearms and ammunition,124.0
Phuthaditjhaba,Carjacking,101.0
Phuthaditjhaba,Truck hijacking,0.0
Phuthaditjhaba,Robbery of cash in transit,10.0
Phuthaditjhaba,Bank robbery,0.0
Phuthaditjhaba,Robbery at residential premises,411.0
Phuthaditjhaba,Robbery at non-residential premises,246.0
Phuthaditjhaba,Attempted sexual offences,51.0
Phuthaditjhaba,Contact sexual offences,20.0
Phuthaditjhaba,Sexual offences detected as a result of police action,392.0
Phuthaditjhaba,Sexual offences,960.0
Phuthaditjhaba,TRIO crime,758.0
Phuthaditjhaba,Contact crime (Crimes against the person),11702.0
Phuthaditjhaba,Contact-related crime,1929.0
Phuthaditjhaba,Property-related crime,7661.0
Phuthaditjhaba,Other serious crime,7663.0
Phuthaditjhaba,Crime detected as a result of police action,3471.0
Phuthaditjhaba,17 Community reported serious crime,28955.0
Reitz,Murder,92.0
Reitz,Attempted murder,28.0
Reitz,Robbery with aggravating circumstances,167.0
Reitz,Common robbery,58.0
Reitz,Rape,217.0
Reitz,Sexual assault,40.0
Reitz,Kidnapping,16.0
Reitz,Assault with the intent to inflict grievous bodily harm,895.0
Reitz,Common assault,883.0
Reitz,Burglary at non-residential premises,447.0
Reitz,Burglary at residential premises,865.0
Reitz,Stock-theft,563.0
Reitz,Shoplifting,86.0
Reitz,Theft of motor vehicle and motorcycle,90.0
Reitz,Theft out of or from motor vehicle,225.0
Reitz,All theft not mentioned elsewhere,858.0
Reitz,Arson,15.0
Reitz,Malicious damage to property,496.0
Reitz,Commercial crime,444.0
Reitz,Drug-related crime,1161.0
Reitz,Driving under the influence of alcohol or drugs,838.0
Reitz,Illegal possession of firearms and ammunition,20.0
Reitz,Carjacking,5.0
Reitz,Truck hijacking,1.0
Reitz,Robbery of cash in transit,1.0
Reitz,Bank robbery,0.0
Reitz,Robbery at residential premises,28.0
Reitz,Robbery at non-residential premises,74.0
Reitz,Attempted sexual offences,16.0
Reitz,Contact sexual offences,8.0
Reitz,Sexual offences detected as a result of police action,0.0
Reitz,Sexual offences,281.0
Reitz,TRIO crime,107.0
Reitz,Contact crime (Crimes against the person),2404.0
Reitz,Contact-related crime,511.0
Reitz,Property-related crime,2190.0
Reitz,Other serious crime,1388.0
Reitz,Crime detected as a result of police action,2019.0
Reitz,17 Community reported serious crime,6493.0
Roadside,Murder,1.0
Roadside,Attempted murder,1.0
Roadside,Robbery with aggravating circumstances,21.0
Roadside,Common robbery,0.0
Roadside,Rape,6.0
Roadside,Sexual assault,0.0
Roadside,Kidnapping,1.0
Roadside,Assault with the intent to inflict grievous bodily harm,11.0
Roadside,Common assault,20.0
Roadside,Burglary at non-residential premises,9.0
Roadside,Burglary at residential premises,22.0
Roadside,Stock-theft,88.0
Roadside,Shoplifting,0.0
Roadside,Theft of motor vehicle and motorcycle,2.0
Roadside,Theft out of or from motor vehicle,15.0
Roadside,All theft not mentioned elsewhere,56.0
Roadside,Arson,0.0
Roadside,Malicious damage to property,13.0
Roadside,Commercial crime,7.0
Roadside,Drug-related crime,36.0
Roadside,Driving under the influence of alcohol or drugs,28.0
Roadside,Illegal possession of firearms and ammunition,6.0
Roadside,Carjacking,1.0
Roadside,Truck hijacking,11.0
Roadside,Robbery of cash in transit,0.0
Roadside,Bank robbery,0.0
Roadside,Robbery at residential premises,1.0
Roadside,Robbery at non-residential premises,4.0
Roadside,Attempted sexual offences,1.0
Roadside,Contact sexual offences,0.0
